ugel;distrito;provincia;departamento;Nivel/ Modalidad;nª _II.EE;total_alumnos;cant_alumn_hombres;cant_alumn_mujeres;num_secciones;num_docentes;
UGEL TARMA;TARMA;TARMA ;JUNIN;Básica Especial-Inicial;1;9;7;2;10;2;
UGEL TARMA;TARMA;TARMA ;JUNIN;SEÑOR DE MURUHUAY;1;9;7;2;10;2;
UGEL TARMA;TARMA;TARMA ;JUNIN;Básica Especial-Primaria;1;36;23;13;10;6;
UGEL TARMA;TARMA;TARMA ;JUNIN;SEÑOR DE MURUHUAY;1;36;23;13;10;6;
UGEL TARMA;TARMA;TARMA ;JUNIN;Inicial - Cuna-jardín;6;413;205;208;25;26;
UGEL TARMA;TARMA;TARMA ;JUNIN;30703 JOSE GUILLERMO OTERO;1;44;25;19;3;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;30788 SAN ANTONIO;1;24;10;14;2;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;330;1;30;14;16;2;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;348;1;47;22;25;3;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;BELEN;1;8;7;1;3;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;SANTA TERESA;1;260;127;133;12;11;
UGEL TARMA;TARMA;TARMA ;JUNIN;Inicial - Jardín;110;3338;1642;1696;253;350;
UGEL TARMA;TARMA;TARMA ;JUNIN;144;1;40;22;18;3;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;148;1;13;7;6;1;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;149;1;9;3;6;1;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;157;1;134;77;57;6;6;
UGEL TARMA;TARMA;TARMA ;JUNIN;1801;1;12;7;5;1;2;
UGEL TARMA;TARMA;TARMA ;JUNIN;1802;1;6;5;1;1;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;1803;1;18;10;8;2;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;1804;1;13;8;5;2;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;1805;1;7;2;5;1;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;1806;1;5;3;2;1;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;1807;1;12;5;7;1;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;1808;1;6;1;5;1;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;1809 SAN JOSE;1;16;8;8;1;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;1810;1;8;7;1;1;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;1811;1;6;4;2;1;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;1812;1;10;4;6;2;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;1813;1;6;2;4;1;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;202;1;280;126;154;16;14;
UGEL TARMA;TARMA;TARMA ;JUNIN;30079;1;10;5;5;1;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;30162;1;24;15;9;4;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;30700;1;10;5;5;1;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;30707;1;13;6;7;1;2;
UGEL TARMA;TARMA;TARMA ;JUNIN;30708 ROSA DE SANTA MARIA;1;51;28;23;4;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;30709;1;17;4;13;2;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;30711 WILHELM HOFMANN;1;125;66;59;7;6;
UGEL TARMA;TARMA;TARMA ;JUNIN;30715 JOSE CARLOS MARIATEGUI;1;25;11;14;3;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;30716 ALBERTO FUJIMORI FUJIMORI;1;7;3;4;1;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;30718 SAN FRANCISCO DE ASIS;1;5;2;3;1;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;30724 NIÑO JESUS;1;21;9;12;1;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;30725;1;19;10;9;2;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;30727;1;7;4;3;1;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;30791 JOSE MARIA ARGUEDAS;1;28;14;14;2;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;30794 SEÑOR DE MURUHUAY;1;40;20;20;3;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;30798;1;9;6;3;1;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;30799;1;9;4;5;1;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;30800;1;8;1;7;1;2;
UGEL TARMA;TARMA;TARMA ;JUNIN;30801 SANTIAGO GARCIA MAYORCA;1;19;12;7;2;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;30804;1;8;4;4;1;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;30806;1;4;2;2;1;2;
UGEL TARMA;TARMA;TARMA ;JUNIN;30808;1;8;6;2;1;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;30824 EDUARDO FALK LAMPRECHT;1;16;7;9;1;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;30826 SONIA GIRON ACERO;1;13;2;11;1;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;30828;1;9;1;8;1;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;30829;1;7;4;3;1;2;
UGEL TARMA;TARMA;TARMA ;JUNIN;30847;1;9;5;4;1;2;
UGEL TARMA;TARMA;TARMA ;JUNIN;30854;1;12;3;9;1;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;31291;1;8;1;7;1;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;31322;1;3;3;0;1;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;31339 ANDRES AVELINO CACERES;1;19;9;10;2;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;31516 MARISCAL CASTILLA;1;143;61;82;8;6;
UGEL TARMA;TARMA;TARMA ;JUNIN;31517 ANGELA MORENO DE GALVEZ;1;13;0;13;2;1;
UGEL TARMA;TARMA;TARMA ;JUNIN;31518 JOSE GALVEZ BARRENECHEA;1;117;62;55;6;5;
UGEL TARMA;TARMA;TARMA ;JUNIN;31552;1;11;3;8;2;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;31590;1;6;4;2;1;2;
UGEL TARMA;TARMA;TARMA ;JUNIN;31904;1;8;4;4;1;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;31924;1;24;14;10;2;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;331 CAPULLITOS DE SAN MIGUEL;1;116;59;57;6;6;
UGEL TARMA;TARMA;TARMA ;JUNIN;347;1;27;12;15;2;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;354;1;28;15;13;3;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;379 DIVINO NIÑO;1;121;59;62;6;6;
UGEL TARMA;TARMA;TARMA ;JUNIN;432;1;12;7;5;1;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;457;1;26;10;16;2;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;462;1;24;9;15;1;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;472 MARIA DE GUADALUPE;1;27;13;14;2;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;474;1;29;18;11;2;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;494;1;15;11;4;2;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;508;1;28;16;12;3;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;509;1;27;17;10;3;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;515;1;13;9;4;2;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;516;1;27;11;16;2;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;545;1;14;4;10;1;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;571 SAN SEBASTIAN;1;13;11;2;1;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;572;1;4;0;4;1;2;
UGEL TARMA;TARMA;TARMA ;JUNIN;574;1;50;24;26;3;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;575;1;36;12;24;2;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;576;1;40;11;29;2;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;631;1;17;8;9;2;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;637;1;4;2;2;1;2;
UGEL TARMA;TARMA;TARMA ;JUNIN;651;1;9;4;5;1;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;663;1;40;16;24;3;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;700;1;41;18;23;2;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;701;1;16;7;9;2;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;702;1;13;7;6;1;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;717;1;52;18;34;3;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;718;1;16;10;6;1;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;770;1;8;4;4;1;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;AGUA VIVA;1;44;20;24;4;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;ANTENOR RIZO PATRON LECQUERICA;1;19;8;11;2;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;ARGUS;1;15;12;3;2;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;CESAR VALLEJO - SISTEMAS LIDER;1;30;12;18;1;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;EINSTEIN;1;39;13;26;6;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;EXCELENCIA;1;12;6;6;1;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;EXCELENCIA SCHOOL;1;18;10;8;3;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;FE Y ALEGRIA 67 MARIA INMACULADA;1;62;38;24;3;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;HUGO VELASQUEZ MACASSI;1;20;7;13;2;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;LA SAGRADA FAMILIA;1;51;12;39;3;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;NEWTON;1;56;20;36;3;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;NIÑO JESUS DE PRAGA;1;57;27;30;3;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;NUEVO HORIZONTE;1;28;15;13;3;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;ORION;1;31;17;14;2;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;PALACIO DE ESTIMULACION TEMPRANA;1;43;30;13;4;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;PERUANO EUROPEO CELESTIN FREINET;1;43;21;22;4;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;SAN FRANCISCO DE ASIS;1;15;12;3;2;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;SAN MARTIN DE PORRES;1;91;45;46;6;5;
UGEL TARMA;TARMA;TARMA ;JUNIN;SAN RAMON;1;116;82;34;6;6;
UGEL TARMA;TARMA;TARMA ;JUNIN;SAN VICENTE DE PAUL;1;43;24;19;2;2;
UGEL TARMA;TARMA;TARMA ;JUNIN;SANTA CLARA DE ASIS;1;47;24;23;3;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;STEPHEN HAWKING;1;44;25;19;3;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;VIRGEN DE LAS MERCEDES;1;32;18;14;3;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;VIRGEN DEL CARMEN;1;3;1;2;1;2;
UGEL TARMA;TARMA;TARMA ;JUNIN;Inicial - Programa no escolarizado;60;427;204;223;0;153;
UGEL TARMA;TARMA;TARMA ;JUNIN;AMIGUITOS DE JESUS;1;9;6;3;0;2;
UGEL TARMA;TARMA;TARMA ;JUNIN;ANGELITOS DE JESUS;1;6;3;3;0;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;ARCO IRIS DEL SABER;1;3;0;3;0;2;
UGEL TARMA;TARMA;TARMA ;JUNIN;ARDILLITAS DE JESUS;1;1;1;0;0;1;
UGEL TARMA;TARMA;TARMA ;JUNIN;BARRIO DOS DE MAYO;1;8;5;3;0;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;CARIÑOSITOS;1;3;0;3;0;2;
UGEL TARMA;TARMA;TARMA ;JUNIN;CARITAS DE ANGEL;1;4;2;2;0;2;
UGEL TARMA;TARMA;TARMA ;JUNIN;CARITAS FELICES;1;11;6;5;0;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;CARRUSEL DE NIÑOS;1;15;7;8;0;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;CORAZON DE JESUS;1;8;4;4;0;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;CORAZON DE MARIA;1;4;2;2;0;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;CORAZONES FELICES DE JESUS;1;3;3;0;0;2;
UGEL TARMA;TARMA;TARMA ;JUNIN;DIVINO CORAZON;1;13;8;5;0;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;DIVINO NIÑO;1;5;3;2;0;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;DIVINO NIÑO JESUS;1;6;3;3;0;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;ESTRELLITAS BRILLANTES;1;0;0;0;0;0;
UGEL TARMA;TARMA;TARMA ;JUNIN;ESTRELLITAS DE JESUS;1;8;4;4;0;2;
UGEL TARMA;TARMA;TARMA ;JUNIN;FANTASIA DE PUEBLO NUEVO;1;9;4;5;0;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;GIRASOLES DE JESUS;1;7;2;5;0;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;GOTITAS DE AMOR;1;5;3;2;0;2;
UGEL TARMA;TARMA;TARMA ;JUNIN;GOTITAS DE MIEL;1;13;9;4;0;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;GOTITAS DEL ROCIO;1;9;2;7;0;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;GOTITAS DEL SABER;1;17;8;9;0;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;HORMIGUITAS LABORIOSAS;1;13;6;7;0;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;JOYITAS LABORIOSAS;1;4;4;0;0;2;
UGEL TARMA;TARMA;TARMA ;JUNIN;LAS ESTRELLITAS;1;16;7;9;0;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;LOS ANGELES;1;4;3;1;0;2;
UGEL TARMA;TARMA;TARMA ;JUNIN;LOS CLAVELITOS DE JESUS;1;5;4;1;0;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;LOS GIRASOLES;2;23;13;10;0;6;
UGEL TARMA;TARMA;TARMA ;JUNIN;LOS PITUFOS;1;10;5;5;0;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;LOS QUERUBINES;1;6;2;4;0;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;MI DULCE CASITA DEL SABER;1;12;5;7;0;2;
UGEL TARMA;TARMA;TARMA ;JUNIN;MI DULCE HOGAR;1;8;3;5;0;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;MI PEQUEÑO MUNDO;1;9;4;5;0;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;MI PRIMER PASO;1;6;1;5;0;1;
UGEL TARMA;TARMA;TARMA ;JUNIN;MILAGROSO JESUS;1;6;3;3;0;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;MIS ANGELITOS DE LA GUARDA;1;8;4;4;0;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;MIS PRIMERAS AVENTURAS;1;0;0;0;0;0;
UGEL TARMA;TARMA;TARMA ;JUNIN;MUNDO DE COLORES;1;9;4;5;0;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;NIÑO JESUCITO;1;12;5;7;0;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;NIÑO JESUS;1;7;2;5;0;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;NIÑOS EMPRENDEDORES;1;10;3;7;0;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;NIÑOS EXPLORADORES;1;5;4;1;0;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;NUEVO AMANECER;1;6;3;3;0;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;OSITO CARIÑOSITOS;1;6;2;4;0;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;PARAISO TONGO;1;12;9;3;0;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;PASITO A PASITO;1;0;0;0;0;0;
UGEL TARMA;TARMA;TARMA ;JUNIN;PASOS PEQUEÑOS;1;8;2;6;0;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;PASTORCITOS DE JESUS;1;7;2;5;0;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;PEQUEÑOS GIGANTES;1;3;0;3;0;2;
UGEL TARMA;TARMA;TARMA ;JUNIN;PERLITAS DE JESUS;1;8;4;4;0;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;PIOC;1;5;3;2;0;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;RAYITOS DE JESUS;1;0;0;0;0;0;
UGEL TARMA;TARMA;TARMA ;JUNIN;RAYITOS DE LUZ;1;7;3;4;0;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;SEMILLITA DEL SABER;1;5;0;5;0;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;SEMILLITAS DEL MAÑANA;1;7;1;6;0;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;VILLA SOL;1;4;2;2;0;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;VIRGE DE LA LEGUA;1;6;4;2;0;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;VIRGEN DE LA SOLEDAD;1;3;2;1;0;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;Primaria;180;10305;5230;5075;768;1035;
UGEL TARMA;TARMA;TARMA ;JUNIN;30001-17;1;4;3;1;1;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;30001-18;1;5;3;2;1;5;
UGEL TARMA;TARMA;TARMA ;JUNIN;30079;1;9;6;3;1;4;
UGEL TARMA;TARMA;TARMA ;JUNIN;30162;1;20;12;8;1;4;
UGEL TARMA;TARMA;TARMA ;JUNIN;30700;1;32;15;17;3;6;
UGEL TARMA;TARMA;TARMA ;JUNIN;30702;1;72;35;37;7;6;
UGEL TARMA;TARMA;TARMA ;JUNIN;30703 JOSE GUILLERMO OTERO;1;143;81;62;11;9;
UGEL TARMA;TARMA;TARMA ;JUNIN;30705;1;7;5;2;1;4;
UGEL TARMA;TARMA;TARMA ;JUNIN;30707;1;19;11;8;3;6;
UGEL TARMA;TARMA;TARMA ;JUNIN;30708 ROSA DE SANTA MARIA;1;149;81;68;13;11;
UGEL TARMA;TARMA;TARMA ;JUNIN;30709;1;6;4;2;1;5;
UGEL TARMA;TARMA;TARMA ;JUNIN;30710 ERNESTO VELARDE SANTA MARIA;1;5;4;1;1;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;30711 WILHELM HOFMANN;1;232;116;116;16;12;
UGEL TARMA;TARMA;TARMA ;JUNIN;30712;1;6;4;2;1;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;30713 MIGUEL GRAU SEMINARIO;1;13;6;7;2;6;
UGEL TARMA;TARMA;TARMA ;JUNIN;30714;1;30;15;15;3;6;
UGEL TARMA;TARMA;TARMA ;JUNIN;30715 JOSE CARLOS MARIATEGUI;1;27;13;14;4;6;
UGEL TARMA;TARMA;TARMA ;JUNIN;30716 ALBERTO FUJIMORI FUJIMORI;1;12;4;8;2;6;
UGEL TARMA;TARMA;TARMA ;JUNIN;30717 JUAN SANTOS ATAHUALPA;1;21;12;9;2;6;
UGEL TARMA;TARMA;TARMA ;JUNIN;30718 SAN FRANCISCO DE ASIS;1;13;4;9;1;5;
UGEL TARMA;TARMA;TARMA ;JUNIN;30719;1;18;9;9;2;6;
UGEL TARMA;TARMA;TARMA ;JUNIN;30720;1;2;1;1;1;2;
UGEL TARMA;TARMA;TARMA ;JUNIN;30722 NUESTRA SEÑORA DE FATIMA;1;55;18;37;6;6;
UGEL TARMA;TARMA;TARMA ;JUNIN;30724 NIÑO JESUS;1;11;5;6;1;5;
UGEL TARMA;TARMA;TARMA ;JUNIN;30725 SAN JOSE;1;21;6;15;3;6;
UGEL TARMA;TARMA;TARMA ;JUNIN;30727;1;7;0;7;1;5;
UGEL TARMA;TARMA;TARMA ;JUNIN;30730 SAN MARTIN DE PORRAS;1;258;135;123;14;12;
UGEL TARMA;TARMA;TARMA ;JUNIN;30731 SOR IRENE THERESE MC CORMACK;1;430;200;230;14;18;
UGEL TARMA;TARMA;TARMA ;JUNIN;30732 PABLO CORDOVA SANCHEZ;1;30;17;13;5;6;
UGEL TARMA;TARMA;TARMA ;JUNIN;30733;1;99;58;41;10;8;
UGEL TARMA;TARMA;TARMA ;JUNIN;30737;1;102;50;52;9;7;
UGEL TARMA;TARMA;TARMA ;JUNIN;30738 BOSNE CAPARACHIN;1;107;61;46;8;6;
UGEL TARMA;TARMA;TARMA ;JUNIN;30739;1;3;0;3;1;2;
UGEL TARMA;TARMA;TARMA ;JUNIN;30740 SANTO DOMINGO DE GUZMAN;1;350;194;156;21;17;
UGEL TARMA;TARMA;TARMA ;JUNIN;30742;1;19;11;8;3;6;
UGEL TARMA;TARMA;TARMA ;JUNIN;30743 SAN ANTONIO DE PADUA;1;169;83;86;14;11;
UGEL TARMA;TARMA;TARMA ;JUNIN;30744 INMACULADA CONCEPCION;1;55;27;28;5;6;
UGEL TARMA;TARMA;TARMA ;JUNIN;30745;1;33;12;21;3;6;
UGEL TARMA;TARMA;TARMA ;JUNIN;30746;1;42;22;20;3;6;
UGEL TARMA;TARMA;TARMA ;JUNIN;30747 SAN MARTIN DE PORRAS;1;116;49;67;8;7;
UGEL TARMA;TARMA;TARMA ;JUNIN;30748 VIRGEN DE FATIMA;1;68;35;33;7;6;
UGEL TARMA;TARMA;TARMA ;JUNIN;30749;1;6;4;2;1;5;
UGEL TARMA;TARMA;TARMA ;JUNIN;30750 CORAZON DE JESUS;1;115;64;51;9;6;
UGEL TARMA;TARMA;TARMA ;JUNIN;30769;1;4;0;4;1;2;
UGEL TARMA;TARMA;TARMA ;JUNIN;30770;1;8;1;7;1;6;
UGEL TARMA;TARMA;TARMA ;JUNIN;30771;1;10;6;4;2;5;
UGEL TARMA;TARMA;TARMA ;JUNIN;30772;1;4;1;3;1;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;30773;1;9;3;6;1;5;
UGEL TARMA;TARMA;TARMA ;JUNIN;30777;1;4;1;3;1;4;
UGEL TARMA;TARMA;TARMA ;JUNIN;30778;1;5;3;2;1;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;30784;1;8;4;4;2;5;
UGEL TARMA;TARMA;TARMA ;JUNIN;30785 VIRGEN DE LA MEDALLA MILAGROSA;1;96;50;46;8;6;
UGEL TARMA;TARMA;TARMA ;JUNIN;30786;1;8;5;3;1;4;
UGEL TARMA;TARMA;TARMA ;JUNIN;30787;1;3;1;2;1;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;30788 SAN ANTONIO;1;65;40;25;5;6;
UGEL TARMA;TARMA;TARMA ;JUNIN;30790;1;13;6;7;1;6;
UGEL TARMA;TARMA;TARMA ;JUNIN;30791 JOSE MARIA ARGUEDAS;1;55;23;32;4;6;
UGEL TARMA;TARMA;TARMA ;JUNIN;30792 SAN SEBASTIAN;1;27;14;13;4;6;
UGEL TARMA;TARMA;TARMA ;JUNIN;30793;1;3;2;1;1;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;30794 SEÑOR DE MURUHUAY;1;14;7;7;1;6;
UGEL TARMA;TARMA;TARMA ;JUNIN;30795;1;4;4;0;1;2;
UGEL TARMA;TARMA;TARMA ;JUNIN;30798;1;8;6;2;1;4;
UGEL TARMA;TARMA;TARMA ;JUNIN;30799;1;21;10;11;2;5;
UGEL TARMA;TARMA;TARMA ;JUNIN;30800;1;15;10;5;1;5;
UGEL TARMA;TARMA;TARMA ;JUNIN;30801 SANTIAGO GARCIA MAYORCA;1;41;22;19;4;5;
UGEL TARMA;TARMA;TARMA ;JUNIN;30802 ALFONSO UGARTE VERNAL;1;61;35;26;4;6;
UGEL TARMA;TARMA;TARMA ;JUNIN;30803 DAVID CORDOVA GONZALES;1;53;34;19;4;6;
UGEL TARMA;TARMA;TARMA ;JUNIN;30804;1;15;7;8;3;6;
UGEL TARMA;TARMA;TARMA ;JUNIN;30805;1;9;5;4;1;5;
UGEL TARMA;TARMA;TARMA ;JUNIN;30806;1;4;2;2;1;4;
UGEL TARMA;TARMA;TARMA ;JUNIN;30807;1;75;40;35;6;6;
UGEL TARMA;TARMA;TARMA ;JUNIN;30808;1;8;4;4;1;5;
UGEL TARMA;TARMA;TARMA ;JUNIN;30809;1;11;8;3;2;5;
UGEL TARMA;TARMA;TARMA ;JUNIN;30810;1;5;2;3;1;2;
UGEL TARMA;TARMA;TARMA ;JUNIN;30811;1;12;5;7;1;6;
UGEL TARMA;TARMA;TARMA ;JUNIN;30814;1;2;1;1;1;2;
UGEL TARMA;TARMA;TARMA ;JUNIN;30815 MARIA ANGELICA FEIJOO ALANIA DE RIVERA;1;3;3;0;1;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;30816;1;2;1;1;1;1;
UGEL TARMA;TARMA;TARMA ;JUNIN;30817;1;14;10;4;2;6;
UGEL TARMA;TARMA;TARMA ;JUNIN;30818;1;2;2;0;1;2;
UGEL TARMA;TARMA;TARMA ;JUNIN;30821;1;4;0;4;1;2;
UGEL TARMA;TARMA;TARMA ;JUNIN;30823;1;12;9;3;1;6;
UGEL TARMA;TARMA;TARMA ;JUNIN;30824 EDUARDO FALK LAMPRECHT;1;37;19;18;4;6;
UGEL TARMA;TARMA;TARMA ;JUNIN;30825 SANTA ROSA DEL DIVINO NIÑO JESUS;1;24;16;8;3;6;
UGEL TARMA;TARMA;TARMA ;JUNIN;30826 SONIA GIRON ACERO;1;27;16;11;3;6;
UGEL TARMA;TARMA;TARMA ;JUNIN;30827;1;13;8;5;2;5;
UGEL TARMA;TARMA;TARMA ;JUNIN;30828;1;4;4;0;1;4;
UGEL TARMA;TARMA;TARMA ;JUNIN;30829;1;20;11;9;3;6;
UGEL TARMA;TARMA;TARMA ;JUNIN;30830;1;13;8;5;2;5;
UGEL TARMA;TARMA;TARMA ;JUNIN;30832;1;6;2;4;1;5;
UGEL TARMA;TARMA;TARMA ;JUNIN;30833;1;4;3;1;1;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;30834;1;2;2;0;1;2;
UGEL TARMA;TARMA;TARMA ;JUNIN;30835;1;12;3;9;2;5;
UGEL TARMA;TARMA;TARMA ;JUNIN;30836;1;5;3;2;1;4;
UGEL TARMA;TARMA;TARMA ;JUNIN;30837;1;3;2;1;1;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;30842;1;1;0;1;1;1;
UGEL TARMA;TARMA;TARMA ;JUNIN;30843;1;8;6;2;1;5;
UGEL TARMA;TARMA;TARMA ;JUNIN;30845;1;6;3;3;1;4;
UGEL TARMA;TARMA;TARMA ;JUNIN;30847;1;13;8;5;2;5;
UGEL TARMA;TARMA;TARMA ;JUNIN;30851 VIRGEN DEL ROSARIO;1;14;9;5;1;5;
UGEL TARMA;TARMA;TARMA ;JUNIN;30852;1;3;0;3;1;2;
UGEL TARMA;TARMA;TARMA ;JUNIN;30853;1;3;1;2;1;2;
UGEL TARMA;TARMA;TARMA ;JUNIN;30854;1;29;14;15;3;6;
