ugel;distrito;provincia;departamento;Nivel/ Modalidad;nª _II.EE;total_alumnos;cant_alumn_hombres;cant_alumn_mujeres;num_secciones;num_docentes;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;30663;1;27;15;12;3;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;30664;1;16;12;4;2;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;30665;1;69;40;29;4;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;30666;1;82;38;44;4;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;30667;1;52;20;32;4;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;30668;1;40;20;20;3;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;30669;1;12;7;5;1;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;30682 CARLOS NORIEGA JIMENEZ;1;52;27;25;4;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;30683;1;5;4;1;1;3;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;30684;1;56;27;29;5;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;30685;1;3;3;0;1;2;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;30686;1;14;7;7;2;8;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;30688;1;5;5;0;1;4;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;30689;1;3;2;1;1;3;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;30690;1;26;11;15;1;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;30691;1;42;22;20;2;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;30692;1;27;12;15;2;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;30693;1;29;18;11;2;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;30694 JOSE ANTONIO ENCINAS;1;127;71;56;8;7;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;30695;1;16;9;7;3;5;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;30697;1;23;10;13;2;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;30698;1;45;22;23;3;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;30728;1;7;6;1;1;4;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;30734;1;30;18;12;4;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;30734-1 VICTOR CRISTOBAL ANACRITA;1;26;11;15;1;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;30734-A;1;15;9;6;2;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;30736;1;95;54;41;8;7;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;30760;1;43;19;24;3;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;30774;1;24;11;13;1;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;30797;1;8;7;1;1;5;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;30902;1;0;0;0;0;0;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;30937;1;12;7;5;1;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;30942;1;16;10;6;2;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;30948;1;7;4;3;1;3;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;30952;1;4;3;1;1;4;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;30952-2;1;10;8;2;2;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;30954;1;6;3;3;2;4;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;30955;1;10;5;5;2;4;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;30959;1;17;5;12;2;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;30964;1;11;6;5;1;5;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;30966;1;32;17;15;3;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31061;1;17;7;10;2;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31180;1;15;4;11;2;5;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31188;1;4;0;4;1;3;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31190;1;33;18;15;2;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31206-A;1;6;2;4;1;4;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31237;1;20;11;9;2;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31238;1;13;9;4;1;4;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31239;1;40;21;19;3;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31250;1;19;11;8;2;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31253;1;15;9;6;1;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31287;1;40;23;17;3;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31289;1;11;6;5;2;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31298;1;12;7;5;2;5;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31312;1;4;1;3;1;3;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31338;1;26;15;11;2;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31370;1;29;20;9;3;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31371;1;5;2;3;1;3;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31373;1;36;18;18;3;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31430;1;9;2;7;1;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31431;1;10;3;7;1;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31440;1;31;18;13;2;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31462;1;25;9;16;3;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31463;1;168;90;78;11;10;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31464;1;19;9;10;2;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31469;1;13;8;5;2;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31469-1;1;75;40;35;4;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31489;1;7;4;3;1;4;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31490;1;70;36;34;6;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31491;1;13;6;7;1;5;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31492;1;16;8;8;2;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31498;1;22;16;6;2;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31515 RAFAEL GASTELUA;1;1058;542;516;50;36;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31546;1;64;31;33;4;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31547;1;20;10;10;2;5;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31573;1;38;21;17;3;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31592;1;2;0;2;1;1;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31606;1;8;5;3;1;4;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31614;1;24;11;13;1;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31626;1;28;17;11;1;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31634;1;11;8;3;1;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31636;1;25;11;14;2;5;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31649;1;8;5;3;1;4;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31650;1;8;5;3;1;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31654;1;17;11;6;2;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31655;1;6;1;5;1;2;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31655-1;1;8;3;5;2;5;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31661;1;48;22;26;3;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31669;1;26;11;15;1;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31670;1;36;23;13;3;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31671;1;9;4;5;1;5;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31672;1;4;3;1;1;4;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31674;1;34;18;16;3;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31676;1;54;29;25;3;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31676-1;1;22;14;8;2;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31677;1;5;4;1;1;3;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31678;1;8;6;2;1;4;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31825;1;9;4;5;1;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31826;1;19;10;9;2;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31827;1;67;40;27;4;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31828;1;15;6;9;2;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31829;1;1;0;1;1;1;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31830;1;7;3;4;1;4;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31833;1;7;5;2;1;3;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31834;1;251;135;116;15;12;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31836;1;24;10;14;2;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31837;1;9;5;4;1;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31841;1;23;9;14;1;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31863;1;80;36;44;1;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31871;1;15;8;7;1;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31876;1;14;5;9;2;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31877;1;18;8;10;1;5;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31888;1;3;2;1;1;2;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31891;1;26;11;15;1;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31893;1;3;2;1;1;2;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31898;1;12;6;6;2;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31899;1;40;21;19;2;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31902;1;18;12;6;2;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31903;1;10;7;3;1;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31909;1;6;1;5;1;3;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31911;1;7;6;1;1;3;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31916;1;7;3;4;1;4;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31936;1;18;6;12;2;5;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31945;1;7;4;3;1;4;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31949;1;16;9;7;2;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31953;1;10;7;3;1;4;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31956;1;41;21;20;3;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31958;1;21;10;11;2;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31962;1;26;11;15;1;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31966;1;13;8;5;1;5;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31970;1;31;18;13;2;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31973;1;8;5;3;2;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31974;1;26;11;15;1;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31976;1;8;3;5;1;5;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31977;1;8;4;4;1;5;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31981;1;13;7;6;3;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31994;1;50;30;20;3;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;64433;1;72;40;32;7;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;64483;1;8;7;1;1;5;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;64516;1;118;58;60;7;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;64517;1;36;19;17;3;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;AGROINDUSTRIAL;1;38;21;17;3;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;ALBERT EINSTEIN;1;109;58;51;6;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;ALDEA DEL NIÑO BEATO JUNIPERO SERRA;1;360;190;170;16;13;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;ALIPIO PONCE;1;14;10;4;2;2;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;ALTO MAYO;1;44;28;16;1;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;ALTO SHINTORIARI;1;52;24;28;7;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;AYLLON SACO OLIVEROS;1;35;22;13;4;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;BILINGÜE ALIPIO PONCE VASQUEZ;1;205;97;108;12;10;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;CESAR VALLEJO;1;30;13;17;2;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;COLEGIO ADVENTISTA MAZAMARI;1;79;40;39;1;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;COLEGIO ADVENTISTA SATIPO;1;101;50;51;9;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;COLEGIO DE CIENCIAS CRAMER;1;111;57;54;6;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;CORONEL FRANCISCO BOLOGNESI;1;72;35;37;8;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;CRAMER KIDS;1;72;37;35;6;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;CRAYON'S;1;111;57;54;6;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;CRISTO CENTRICO ELOHIM;1;91;38;53;3;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;DANIEL ALCIDES CARRION;1;121;76;45;7;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;EL BUEN SAMARITANO;1;89;47;42;6;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;EMANUEL;1;227;119;108;7;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;GENERAL RAFAEL HOYOS RUBIO;1;124;59;65;8;7;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;HAPPY KIDS;1;23;14;9;5;2;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;INTERNACIONAL ELIM;1;47;19;28;9;2;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;JAIME CERRON PALOMINO;1;28;15;13;3;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;JESUS DIVINO MAESTRO;1;41;23;18;3;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;JOSE OLAYA;1;689;379;310;32;26;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;LA ACADEMIA;1;114;64;50;3;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;LIBERTADOR SIMON BOLIVAR;1;36;20;16;3;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;MANUEL A. ODRIA;1;41;17;24;9;2;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;MARIA DE LOS ANGELES;1;60;18;42;2;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;NEWTON;1;42;17;25;9;2;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;NIÑO JESUS;1;129;71;58;7;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;NUEVO MUNDO;1;63;35;28;3;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;PACHACUTEC;1;106;56;50;8;7;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;PAMER;1;136;78;58;7;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;SAN FRANCISCO DE ASIS;1;130;64;66;7;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;SAN MIGUEL DE CENTRO SAURENI;1;35;18;17;3;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;SANTA ROSA DE CHIRIARI;1;56;27;29;3;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;SERGIO ARAUCO QUIÑONEZ;1;26;16;10;2;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;VIRGEN DE GUADALUPE;2;71;34;37;10;12;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;Secundaria;75;10506;5454;5052;906;516;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;30001-174;1;22;7;15;5;4;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;30008 JOSE MARIA ARGUEDAS ALTAMIRANO;1;79;44;35;8;5;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;30632 DIVINO NIÑO JESUS;1;496;227;269;31;15;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;30643 JESUS SALVADOR;1;23;10;13;8;5;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;30734;1;54;25;29;9;5;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31463 SAN JORGE;1;262;133;129;14;10;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31825;1;15;9;6;5;5;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;31827;1;107;64;43;7;5;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;AGROINDUSTRIAL;1;44;25;19;9;5;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;ALBERT EINSTEIN;1;54;27;27;7;5;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;ALDEA DEL NIÑO BEATO JUNIPERO SERRA;1;388;176;212;25;15;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;ALIPIO PONCE;1;115;67;48;8;5;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;ALTO SONDOVENI;1;67;28;39;8;5;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;ANTONIO RAYMONDI;1;81;44;37;8;5;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;AYLLON SACO OLIVEROS;1;56;32;24;5;5;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;BILINGÜE ALIPIO PONCE VASQUEZ;1;260;146;114;15;9;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;CARLOS NORIEGA JIMENEZ;1;57;28;29;9;5;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;CESAR VALLEJO;1;51;33;18;9;5;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;CHAMIRIARI;1;76;46;30;8;5;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;CIRO ALEGRIA BAZAN;1;125;66;59;8;5;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;COLEGIO ADVENTISTA MAZAMARI;1;11;7;4;1;2;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;COLEGIO ADVENTISTA SATIPO;1;48;31;17;7;5;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;COLEGIO DE CIENCIAS CRAMER;1;49;25;24;5;5;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;CORONEL FRANCISCO BOLOGNESI;1;82;46;36;9;5;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;CRAYON'S;1;39;22;17;5;5;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;CRISTO CENTRICO ELOHIM;1;58;27;31;3;5;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;DANIEL ALCIDES CARRION;1;106;52;54;9;5;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;EL BUEN SAMARITANO;1;27;12;15;7;4;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;EMANUEL;1;210;105;105;12;5;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;FRANCISCO IRAZOLA;1;1614;892;722;106;50;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;GENERAL RAFAEL HOYOS RUBIO;1;115;57;58;12;5;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;GLORIABAMBA;1;101;46;55;6;5;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;HEROES DEL CENEPA;1;48;28;20;8;5;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;INCA GARCILAZO DE LA VEGA;1;59;36;23;9;5;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;INTERNACIONAL ELIM;1;70;33;37;6;5;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;JAIME CERRON PALOMINO;1;46;28;18;8;5;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;JESUS DIVINO MAESTRO;1;15;12;3;1;5;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;JOAQUIN FERRER BENIEL;1;57;30;27;8;5;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;JORGE CHAVEZ;1;128;56;72;8;5;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;JOSE ANTONIO ENCINAS;1;146;71;75;12;5;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;JOSE CARLOS MARIATEGUI;1;1068;524;544;82;36;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;JOSE GALVEZ;1;521;290;231;30;16;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;JOSE OLAYA;1;401;195;206;30;14;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;JUAN SANTOS ATAHUALPA;1;81;41;40;8;5;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;JUAN VELASCO ALVARADO;1;150;81;69;12;8;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;LIBERTADOR SIMON BOLIVAR;1;73;41;32;8;5;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;LORD BYRON;1;70;33;37;6;5;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;MANUEL GONZALES PRADA;1;2;1;1;7;2;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;MANUEL MEJIA ALBERTO;1;113;57;56;8;5;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;MARIA DE LOS ANGELES;1;21;9;12;4;3;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;MIGUEL GRAU SEMINARIO;1;40;19;21;8;5;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;NEWTON;1;162;85;77;9;8;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;NIÑO JESUS;1;76;36;40;6;5;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;NUEVA FLORIDA;1;32;20;12;8;5;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;NUEVO AMANECER HAWAI;1;18;12;6;7;4;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;NUEVO MUNDO;1;12;9;3;1;5;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;PACHACUTEC;1;125;66;59;8;5;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;PAMER;1;126;62;64;12;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;PANGA;1;87;36;51;8;5;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;PUEBLO LIBRE;1;131;73;58;10;5;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;RAFAEL GASTELUA;1;803;402;401;68;25;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;RAMON CASTILLA;1;107;64;43;7;5;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;RICARDO PALMA;1;82;41;41;9;5;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;SAN FRANCISCO DE ASIS;1;84;48;36;13;5;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;SAN JACINTO DE SHAURIATO;1;47;17;30;8;5;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;SAN MIGUEL DE CENTRO SAURENI;1;32;23;9;8;5;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;SAN PEDRO;1;83;47;36;8;5;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;SANTA ROSA DE CHIRIARI;1;59;28;31;9;5;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;SANTA ROSITA;1;69;30;39;8;5;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;SANTO DOMINGO;1;100;58;42;8;5;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;SERGIO ARAUCO QUIÑONEZ;1;30;19;11;8;5;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;SHABASHIPANGO;1;30;16;14;8;5;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;VENCEDORES DE JUNIN;2;129;77;52;16;10;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;VILLA REAL;1;81;41;40;8;5;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;Técnico Productiva;10;357;175;182;25;33;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;CENTRO DE ALTOS ESTUDIOS DE MODAS LEYDI DY;1;19;1;18;4;3;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;COMPUTRON 2;1;39;12;27;4;5;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;EXPRO PERU;1;60;30;30;2;6;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;JOHN DEWEY;1;10;4;6;1;1;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;LA RIOJA;1;133;90;43;7;10;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;MARIA DE LOS ANGELES;1;20;10;10;1;2;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;SAN IGNACIO DE LOYOLA;1;17;6;11;2;2;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;SAN IGNACIO DE RECALDE;1;33;8;25;2;2;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;SATIPO;1;13;13;0;1;1;
UGEL SATIPO;SATIPO;SATIPO;JUNIN;SENCIC;1;13;1;12;1;1;
UGEL TARMA;TARMA;TARMA ;JUNIN;Básica Alternativa-Avanzado;6;549;275;274;38;46;
UGEL TARMA;TARMA;TARMA ;JUNIN;ANGELA MORENO DE GALVEZ;1;170;50;120;8;8;
UGEL TARMA;TARMA;TARMA ;JUNIN;CESAR VALLEJO - SISTEMAS LIDER;1;6;4;2;1;4;
UGEL TARMA;TARMA;TARMA ;JUNIN;SAN FRANCISCO DE ASIS;1;98;57;41;2;8;
UGEL TARMA;TARMA;TARMA ;JUNIN;SAN MARTIN DE PORRES;1;98;57;41;9;8;
UGEL TARMA;TARMA;TARMA ;JUNIN;SAN PEDRO;1;55;24;31;7;6;
UGEL TARMA;TARMA;TARMA ;JUNIN;SAN RAMON;1;122;83;39;11;12;
UGEL TARMA;TARMA;TARMA ;JUNIN;Básica Alternativa-Inicial e Intermedio;3;48;15;33;4;8;
UGEL TARMA;TARMA;TARMA ;JUNIN;ANGELA MORENO DE GALVEZ;1;29;4;25;1;3;
UGEL TARMA;TARMA;TARMA ;JUNIN;SAN FRANCISCO DE ASIS;1;3;0;3;1;1;
UGEL TARMA;TARMA;TARMA ;JUNIN;SAN RAMON;1;16;11;5;2;4;
UGEL TARMA;TARMA;TARMA ;JUNIN;Básica Especial;1;42;26;16;4;5;
UGEL TARMA;TARMA;TARMA ;JUNIN;PRITE GOTITAS DE AMOR;1;42;26;16;4;5;
